Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
5-May-20,EQ,363.75,381.80,361.45,357.05,368.50,368.15,372.43,683.00,245.40,13401811,"4,991,201,668.30",182937
4-May-20,EQ,350.05,362.40,341.10,366.65,361.10,357.05,350.73,683.00,245.40,7125034,"2,498,970,344.20",145606
30-Apr-20,EQ,355.65,368.00,355.00,348.00,367.55,366.65,363.75,683.00,245.40,7422880,"2,700,090,395.65",124105
29-Apr-20,EQ,337.00,351.80,336.25,335.95,349.00,348.00,346.33,683.00,245.40,7748498,"2,683,527,424.90",121151
28-Apr-20,EQ,334.45,338.00,328.50,330.30,337.00,335.95,332.92,683.00,245.40,4244522,"1,413,077,086.00",56392
27-Apr-20,EQ,337.55,343.35,328.15,334.30,331.55,330.30,334.99,683.00,245.40,5770552,"1,933,059,299.80",102139
24-Apr-20,EQ,342.00,344.75,332.00,347.50,333.00,334.30,338.88,685.75,245.40,5755029,"1,950,279,583.90",119113
23-Apr-20,EQ,338.00,349.65,331.55,340.20,345.90,347.50,341.11,685.75,245.40,6738333,"2,298,531,225.75",115896
22-Apr-20,EQ,327.00,345.75,320.60,332.05,338.00,340.20,337.66,685.75,245.40,9073718,"3,063,827,491.30",170221
21-Apr-20,EQ,349.05,349.05,323.50,355.85,330.00,332.05,332.69,685.75,245.40,8003782,"2,662,759,255.95",167070
20-Apr-20,EQ,367.00,367.45,354.00,363.20,354.05,355.85,358.25,685.75,245.40,4834224,"1,731,842,869.00",76198
17-Apr-20,EQ,370.75,370.75,355.55,356.70,363.00,363.20,362.13,695.50,245.40,6178611,"2,237,433,697.10",80038
16-Apr-20,EQ,343.10,360.45,343.00,353.15,356.50,356.70,353.45,695.50,245.40,6155773,"2,175,775,371.70",99892
15-Apr-20,EQ,373.05,379.90,349.30,362.85,351.20,353.15,360.26,695.50,245.40,11300959,"4,071,252,317.00",181710
13-Apr-20,EQ,380.00,380.00,355.00,381.40,362.35,362.85,364.64,695.50,245.40,7717757,"2,814,239,455.35",129086
9-Apr-20,EQ,335.75,391.65,332.40,326.40,383.50,381.40,358.63,695.50,245.40,11027462,"3,954,805,084.60",199673
8-Apr-20,EQ,315.00,350.40,312.80,321.00,327.50,326.40,333.07,695.50,245.40,8451196,"2,814,812,917.05",195990
7-Apr-20,EQ,295.50,323.80,292.75,280.70,319.00,321.00,310.90,695.50,245.40,10795410,"3,356,297,906.05",152828
3-Apr-20,EQ,274.00,290.00,271.35,272.85,281.40,280.70,283.35,695.50,245.40,6961905,"1,972,670,736.30",111923
1-Apr-20,EQ,281.00,283.00,265.50,284.95,274.60,272.85,272.12,695.50,245.40,5980392,"1,627,386,786.20",92476
31-Mar-20,EQ,283.85,287.20,277.80,274.40,284.45,284.95,283.89,695.50,245.40,6236769,"1,770,558,384.80",85138
30-Mar-20,EQ,281.70,284.85,270.00,294.50,277.00,274.40,276.14,695.50,245.40,8942943,"2,469,540,279.55",129852
27-Mar-20,EQ,297.00,305.00,280.80,285.50,295.00,294.50,290.27,695.50,245.40,9505256,"2,759,126,299.45",124475
26-Mar-20,EQ,277.85,294.00,273.10,277.85,286.00,285.50,283.67,695.50,245.40,7557611,"2,143,901,942.90",100986
25-Mar-20,EQ,263.40,288.35,245.40,269.00,274.25,277.85,270.31,695.50,245.40,9393738,"2,539,191,091.70",139052
24-Mar-20,EQ,300.00,309.90,264.40,293.40,270.00,269.00,284.20,695.50,264.40,6695822,"1,902,966,443.55",94116
23-Mar-20,EQ,299.00,303.90,280.60,322.60,299.75,293.40,290.80,695.50,280.60,6001458,"1,745,195,704.40",98906
20-Mar-20,EQ,316.00,328.20,308.25,314.20,321.30,322.60,319.03,704.20,302.00,8819560,"2,813,668,968.65",117438
19-Mar-20,EQ,331.75,331.80,302.00,346.40,316.25,314.20,315.87,704.20,302.00,10486203,"3,312,301,157.65",144878
18-Mar-20,EQ,379.00,383.70,339.10,373.40,345.30,346.40,357.74,704.20,339.10,6596185,"2,359,710,669.20",148085
17-Mar-20,EQ,392.00,408.00,369.95,391.80,376.35,373.40,391.56,704.20,345.65,4526918,"1,772,561,694.80",84025
16-Mar-20,EQ,421.00,428.60,388.80,428.85,394.80,391.80,401.99,704.20,345.65,3156668,"1,268,951,101.55",61242
13-Mar-20,EQ,400.50,449.75,345.65,423.35,445.35,428.85,417.25,704.20,345.65,6230433,"2,599,619,968.80",123154
12-Mar-20,EQ,427.90,435.95,399.65,451.60,421.70,423.35,420.29,704.20,399.65,9408371,"3,954,269,064.65",127409
11-Mar-20,EQ,462.85,469.65,449.70,463.20,450.65,451.60,459.98,704.20,441.00,5104926,"2,348,158,391.05",97943
9-Mar-20,EQ,453.55,465.70,441.00,471.00,465.00,463.20,457.17,704.20,441.00,4540695,"2,075,851,294.65",94537
6-Mar-20,EQ,458.85,473.75,456.50,479.30,470.70,471.00,466.55,704.20,444.35,4502562,"2,100,652,971.75",59236
5-Mar-20,EQ,472.70,482.50,469.00,474.65,478.45,479.30,477.30,704.20,444.35,4081050,"1,947,865,906.60",44892
4-Mar-20,EQ,466.05,477.00,457.50,466.25,473.40,474.65,466.89,704.20,444.35,5912943,"2,760,695,025.30",92674
3-Mar-20,EQ,462.00,471.00,455.25,458.30,470.00,466.25,463.41,704.20,444.35,4582866,"2,123,764,573.60",60825
2-Mar-20,EQ,453.55,472.45,444.35,457.05,461.90,458.30,460.01,704.20,444.35,9225488,"4,243,793,446.90",119400
28-Feb-20,EQ,485.00,485.00,453.60,493.50,457.00,457.05,470.41,704.20,453.60,8613275,"4,051,783,083.15",153523
27-Feb-20,EQ,504.00,504.00,487.55,503.00,496.00,493.50,492.92,704.20,487.55,6039260,"2,976,849,149.75",142978
26-Feb-20,EQ,507.70,512.45,500.00,508.95,502.75,503.00,505.89,704.20,500.00,3058370,"1,547,183,602.85",47336
25-Feb-20,EQ,515.55,519.50,506.10,513.20,510.00,508.95,512.90,704.20,502.55,2105613,"1,079,972,176.05",35509
24-Feb-20,EQ,522.00,522.00,511.10,524.85,514.15,513.20,515.71,704.20,502.55,1911411,"985,725,622.10",44611
20-Feb-20,EQ,525.90,533.00,523.00,526.40,524.30,524.85,528.45,704.20,502.55,2077458,"1,097,840,017.90",37210
19-Feb-20,EQ,528.15,529.65,521.80,523.20,528.55,526.40,525.03,704.20,502.55,1952880,"1,025,315,031.95",36230
18-Feb-20,EQ,520.50,524.90,514.10,522.75,523.20,523.20,519.88,704.20,502.55,2868873,"1,491,477,162.35",54410
17-Feb-20,EQ,524.10,525.40,516.00,523.00,524.50,522.75,520.97,704.20,502.55,2652464,"1,381,864,585.75",61444
14-Feb-20,EQ,535.25,536.95,520.65,533.60,524.10,523.00,528.10,704.20,502.55,3507540,"1,852,343,439.85",65333
13-Feb-20,EQ,530.45,538.00,528.30,531.00,533.25,533.60,533.73,704.20,502.55,3392352,"1,810,614,314.20",43781
12-Feb-20,EQ,526.65,534.30,523.90,524.05,531.90,531.00,529.25,704.20,502.55,3426829,"1,813,636,205.50",69539
11-Feb-20,EQ,533.20,537.70,522.70,528.40,523.90,524.05,529.57,704.20,502.55,5404802,"2,862,234,875.85",96880
10-Feb-20,EQ,566.80,567.00,526.05,569.10,528.40,528.40,539.02,704.20,502.55,9648880,"5,200,898,495.75",149883
7-Feb-20,EQ,579.00,581.50,561.30,580.15,569.00,569.10,570.38,708.90,502.55,4083215,"2,328,997,203.25",52666
6-Feb-20,EQ,585.00,589.15,576.05,584.35,580.60,580.15,582.03,708.90,502.55,2207104,"1,284,590,015.60",41416
5-Feb-20,EQ,580.25,589.85,577.40,576.90,585.00,584.35,584.69,708.90,502.55,3320830,"1,941,663,661.75",54572
4-Feb-20,EQ,562.00,578.80,558.80,558.70,577.35,576.90,571.61,708.90,502.55,2793702,"1,596,905,877.25",49302
3-Feb-20,EQ,545.00,565.75,535.20,545.20,559.75,558.70,552.73,708.90,502.55,3818209,"2,110,434,657.40",61630
1-Feb-20,EQ,566.00,581.20,528.95,567.15,545.10,545.20,562.78,715.40,502.55,4034237,"2,270,385,246.20",42908
