Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
28-Feb-20,EQ,513.30,513.60,496.90,519.50,505.30,505.50,507.04,838.00,389.35,4558189,"2,311,205,908.15",58152
27-Feb-20,EQ,512.25,521.80,508.45,510.00,518.50,519.50,515.53,838.00,389.35,5672269,"2,924,250,588.80",70216
26-Feb-20,EQ,507.40,520.00,504.00,503.95,510.20,510.00,510.30,838.00,389.35,7012760,"3,578,619,959.20",83121
25-Feb-20,EQ,512.00,514.35,497.00,504.00,504.90,503.95,506.80,838.00,389.35,6182790,"3,133,412,080.25",81874
24-Feb-20,EQ,539.80,539.80,489.40,599.75,506.65,504.00,507.08,838.00,389.35,17116979,"8,679,644,693.00",206963
20-Feb-20,EQ,612.05,617.55,590.35,601.85,598.60,599.75,602.26,838.00,389.35,14551958,"8,763,994,209.95",200469
19-Feb-20,EQ,550.40,607.70,550.40,500.40,604.40,601.85,586.34,838.00,389.35,28738121,"16,850,347,094.80",339727
18-Feb-20,EQ,490.00,503.35,482.30,493.60,502.55,500.40,492.73,838.00,389.35,4335390,"2,136,176,503.95",52464
17-Feb-20,EQ,515.05,519.00,492.20,514.35,493.15,493.60,503.84,838.00,389.35,3731164,"1,879,915,138.90",65318
14-Feb-20,EQ,528.35,532.95,512.40,527.35,514.05,514.35,520.14,838.00,389.35,4638466,"2,412,639,739.40",75233
13-Feb-20,EQ,546.00,547.35,525.10,544.85,525.40,527.35,533.83,838.00,389.35,4436899,"2,368,528,583.55",65720
12-Feb-20,EQ,548.55,552.80,538.10,548.15,546.00,544.85,545.01,838.00,389.35,3869158,"2,108,727,701.05",57204
11-Feb-20,EQ,546.00,551.80,537.45,542.25,548.55,548.15,545.34,838.00,389.35,3555908,"1,939,194,777.25",80927
10-Feb-20,EQ,548.20,555.95,534.70,546.55,542.40,542.25,544.90,838.00,389.35,5993741,"3,266,008,179.85",77890
7-Feb-20,EQ,525.00,553.55,513.75,510.50,542.80,546.55,541.40,838.00,389.35,18746442,"10,149,370,699.70",201316
6-Feb-20,EQ,508.85,514.70,506.10,508.00,511.90,510.50,510.19,838.00,389.35,2923331,"1,491,451,149.50",36147
5-Feb-20,EQ,495.50,510.90,495.10,494.80,510.50,508.00,503.05,838.00,389.35,3094847,"1,556,857,778.05",35762
4-Feb-20,EQ,476.00,505.25,476.00,473.50,495.60,494.80,495.58,838.00,389.35,4880725,"2,418,803,551.80",66397
3-Feb-20,EQ,465.35,479.00,465.00,467.50,475.45,473.50,474.60,838.00,389.35,1428152,"677,795,982.65",28409
1-Feb-20,EQ,480.10,485.70,460.20,481.40,465.35,467.50,477.33,838.00,389.35,1098750,"524,470,321.15",22938
